,Label,Message,Vectors
3316,ham,"no worries, hope photo shoot went well. have a spiffing fun at workage. ","[0, 0, 0, 0, 0]"
3317,ham,i'm freezing and craving ice. fml,"[0, 0, 0, 0, 0]"
3318,ham,kay... since we are out already,"[0, 0, 0, 0, 0]"
3319,ham,eh sorry leh... i din c ur msg. not sad already lar. me watching tv now. u still in office?,"[0, 0, 0, 1, 0]"
3320,ham,yo im right by yo work,"[0, 0, 0, 0, 0]"
3321,ham,ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! but you can call me there.xx,"[1, 0, 0, 0, 0]"
3322,ham,"she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife,","[0, 0, 0, 0, 0]"
3323,ham,i don wake since. i checked that stuff and saw that its true no available spaces. pls call the embassy or send a mail to them.,"[1, 0, 0, 0, 0]"
3324,ham,nope... juz off from work...,"[0, 0, 0, 0, 0]"
3325,ham,huh so fast... dat means u havent finished painting?,"[0, 0, 0, 0, 0]"
3326,ham,what number do u live at? is it 11?,"[0, 0, 0, 0, 0]"
3327,ham,"no we put party 7 days a week and study lightly, i think we need to draw in some custom checkboxes so they know we're hardcore","[0, 0, 0, 0, 0]"
3328,ham,sac will score big hundred.he is set batsman:-),"[0, 0, 0, 0, 0]"
3329,ham,send me yetty's number pls.,"[0, 0, 0, 0, 0]"
3330,ham,how much it will cost approx . per month.,"[0, 0, 0, 0, 0]"
3331,ham,ok... the theory test? when are �_ going to book? i think it's on 21 may. coz thought wanna go out with jiayin. but she isnt free,"[0, 1, 0, 0, 0]"
3332,spam,"you are being contacted by our dating service by someone you know! to find out who it is, call from a land line 09050000928. pobox45w2tg150p","[1, 0, 0, 0, 0]"
3333,ham,"that's fine, have him give me a call if he knows what he wants or has any questions","[1, 0, 0, 0, 0]"
3334,ham,"sorry, got a late start, we're on the way","[0, 0, 0, 0, 0]"
3335,ham,then u go back urself lor...,"[0, 0, 0, 0, 0]"
3336,ham,i am at the gas station. go there.,"[0, 0, 0, 0, 0]"
3337,ham,"k, if u bored up just come to my home..","[0, 0, 0, 0, 0]"
3338,ham,babe !!!! i love you !!!! *covers your face in kisses*,"[0, 0, 0, 0, 0]"
3339,ham,"like i made him throw up when we were smoking in our friend's car one time, it was awesome","[0, 0, 0, 0, 0]"
3340,ham,still i have not checked it da. . .,"[0, 0, 0, 0, 0]"
3341,ham,you will go to walmart. i.ll stay.,"[0, 0, 0, 0, 0]"
3342,ham,"i haven't forgotten you, i might have a couple bucks to send you tomorrow, k? i love ya too","[0, 0, 0, 0, 0]"
3343,ham,oh great. i.ll disturb him more so that we can talk.,"[0, 0, 0, 0, 0]"
3344,ham,reverse is cheating. that is not mathematics.,"[0, 0, 0, 0, 0]"
3345,ham,u're welcome... caught u using broken english again...,"[0, 0, 0, 0, 0]"
3346,ham,no problem baby. is this is a good time to talk? i called and left a message.,"[0, 0, 0, 0, 0]"
3347,ham,"sorry, i'll call later","[1, 0, 0, 0, 0]"
3348,ham,oh is it! which brand?,"[0, 0, 0, 0, 0]"
3349,ham,sorry i cant take your call right now. it so happens that there r 2waxsto do wat you want. she can come and ill get her medical insurance. and she'll be able to deliver and have basic care. i'm currently shopping for the right medical insurance for her. so just give me til friday morning. thats when i.ll see the major person that can guide me to the right insurance.,"[1, 0, 0, 0, 0]"
3350,ham,at what time are you coming.,"[0, 0, 0, 0, 0]"
3351,ham,call him and say you not coming today ok and tell them not to fool me like this ok,"[1, 0, 0, 0, 0]"
3352,ham,i emailed yifeng my part oredi.. can �_ get it fr him..,"[0, 0, 0, 0, 0]"
3353,ham,r u sure they'll understand that! wine * good idea just had a slurp!,"[0, 0, 0, 0, 0]"
3354,ham,minimum walk is 3miles a day.,"[0, 0, 0, 0, 0]"
3355,ham,ok not a problem will get them a taxi. c ing  tomorrow and tuesday. on tuesday think we r all going to the cinema.,"[0, 0, 0, 0, 0]"
3356,ham,"brainless baby doll..:-d;-), vehicle sariyag drive madoke barolla..","[0, 0, 0, 0, 0]"
3357,ham,i don't run away frm u... i walk slowly &amp; it kills me that u don't care enough to stop me...,"[0, 0, 0, 0, 0]"
3358,spam,sorry i missed your call let's talk when you have the time. i'm on 07090201529,"[1, 0, 0, 0, 0]"
3359,ham,please attend the phone:),"[0, 0, 0, 0, 0]"
3360,ham,you only hate me. you can call any but you didnt accept even a single call of mine. or even you messaged,"[1, 0, 0, 0, 0]"
3361,ham,no messages on her phone. i'm holding it now,"[0, 0, 0, 0, 0]"
3362,ham,can... i'm free...,"[0, 0, 0, 0, 0]"
3363,ham,"yo my trip got postponed, you still stocked up?","[0, 0, 0, 0, 0]"
3364,ham,"sorry, i'll call later","[1, 0, 0, 0, 0]"
3365,ham,i am waiting for your call sir.,"[1, 0, 0, 0, 0]"
3366,ham,hey what are you doing. y no reply pa..,"[0, 0, 0, 0, 0]"
3367,ham,"hey elaine, is today's meeting still on?","[0, 0, 0, 0, 0]"
3368,ham,sorry i've not gone to that place. i.ll do so tomorrow. really sorry.,"[0, 0, 0, 0, 0]"
3369,ham,most of the tiime when i don't let you hug me it's so i don't break into tears.,"[0, 0, 0, 0, 0]"
3370,ham,tomorrow i am not going to theatre. . . so i can come wherever u call me. . . tell me where and when to come tomorrow,"[1, 0, 0, 0, 0]"
3371,ham,and now electricity just went out fml.,"[0, 0, 0, 0, 0]"
3372,ham,"looks like you found something to do other than smoke, great job!","[0, 0, 0, 0, 0]"
3373,ham,also andros ice etc etc,"[0, 0, 0, 0, 0]"
3374,ham,:),"[0, 0, 0, 0, 0]"
3375,ham,"good afternon, my love. how are today? i hope your good and maybe have some interviews. i wake and miss you babe. a passionate kiss from across the sea","[0, 0, 0, 0, 0]"
3376,ham,yup. wun believe wat? u really neva c e msg i sent shuhui?,"[0, 0, 0, 0, 0]"
3377,ham,hows that watch resizing,"[0, 0, 0, 0, 0]"
3378,ham,dear umma she called me now :-),"[0, 0, 0, 0, 0]"
3379,ham,just finished. missing you plenty,"[0, 0, 0, 0, 0]"
3380,spam,"complimentary 4 star ibiza holiday or �10,000 cash needs your urgent collection. 09066364349 now from landline not to lose out! box434sk38wp150ppm18+","[0, 0, 0, 0, 0]"
3381,ham,"well, i meant as opposed to my drunken night of before","[0, 0, 0, 0, 0]"
3382,ham,k... must book a not huh? so going for yoga basic on sunday?,"[0, 0, 0, 0, 0]"
3383,spam,free msg:we billed your mobile number by mistake from shortcode 83332.please call 08081263000 to have charges refunded.this call will be free from a bt landline,"[1, 1, 0, 0, 0]"
3384,ham,ok can...,"[0, 0, 0, 0, 0]"
3385,ham,"oops - am at my mum's in somerset... bit far! back tomo, see you soon x","[0, 0, 0, 0, 0]"
3386,ham,so u workin overtime nigpun?,"[0, 0, 0, 0, 0]"
3387,ham,same as kallis dismissial in 2nd test:-).,"[0, 0, 0, 0, 0]"
3388,ham,o. guess they both got screwd,"[0, 0, 0, 0, 0]"
3389,spam,please call 08712402972 immediately as there is an urgent message waiting for you,"[1, 0, 0, 0, 0]"
3390,ham,"i'm in a meeting, call me later at","[1, 0, 0, 0, 0]"
3391,ham,what r u cooking me for dinner?,"[0, 0, 0, 0, 0]"
3392,ham,ok thanx...,"[0, 0, 0, 0, 0]"
3393,ham,bull. your plan was to go floating off to ikea with me without a care in the world. so i have to live with your mess another day.,"[0, 0, 0, 0, 0]"
3394,ham,then i buy.,"[0, 0, 0, 0, 0]"
3395,spam,urgent! your mobile number has been awarded with a �2000 bonus caller prize. call 09058095201 from land line. valid 12hrs only,"[1, 0, 0, 0, 0]"
3396,ham,heehee that was so funny tho,"[0, 0, 0, 0, 0]"
3397,ham,it only does simple arithmetic not percentages.,"[0, 0, 0, 0, 0]"
3398,ham,"yeah we wouldn't leave for an hour at least, how's 4 sound?","[0, 0, 0, 0, 0]"
3399,spam,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a �1500 bonus prize, call 09066364589","[1, 0, 0, 0, 0]"
3400,ham,thanks honey. have a great day.,"[0, 0, 0, 0, 0]"
3401,ham,"an amazing quote'' - \sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""","[0, 0, 0, 0, 0]"
3402,ham,good night my dear.. sleepwell&amp;take care,"[0, 0, 0, 0, 0]"
3403,ham,then �_ ask dad to pick �_ up lar... �� wan 2 stay until 6 meh...,"[0, 0, 1, 0, 0]"
3404,ham,"jus chillaxin, what up","[0, 0, 0, 0, 0]"
3405,ham,"\hey das cool... iknow all 2 wellda peril of studentfinancial crisis!spk 2 u l8r.\""""","[0, 0, 1, 0, 0]"
3406,ham,"beautiful truth against gravity.. read carefully: \our heart feels light when someone is in it.. but it feels very heavy when someone leaves it..\"" goodmorning""","[0, 0, 0, 0, 0]"
3407,spam,do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705,"[1, 1, 0, 0, 0]"
3408,ham,"whats that coming over the hill..... is it a monster! hope you have a great day. things r going fine here, busy though! ","[0, 0, 0, 0, 0]"
3409,ham,joy's father is john. then john is the ____ of joy's father. if u ans ths you hav  &lt;#&gt;  iq. tis s ias question try to answer.,"[0, 0, 0, 0, 0]"
3410,ham,only once then after ill obey all yours.,"[0, 0, 0, 0, 0]"
3411,ham,no she didnt. i will search online and let you know.,"[0, 0, 0, 0, 0]"
3412,ham,where do you need to go to get it?,"[0, 0, 0, 0, 0]"
3413,ham,no pic. please re-send.,"[0, 0, 0, 0, 0]"
3414,ham,he remains a bro amongst bros,"[0, 0, 0, 0, 0]"
3415,ham,uhhhhrmm isnt having tb test bad when youre sick,"[0, 0, 0, 0, 0]"
3416,ham,but i haf enuff space got like 4 mb...,"[0, 0, 0, 0, 0]"
3417,spam,life has never been this much fun and great until you came in. you made it truly special for me. i won't forget you! enjoy @ one gbp/sms,"[0, 0, 0, 0, 0]"
3418,spam,do you want a new video phone? 600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 or reply now,"[1, 1, 0, 0, 0]"
3419,spam,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a �1500 bonus prize, call 09066368470","[1, 0, 0, 0, 0]"
3420,spam,welcome! please reply with your age and gender to begin. e.g 24m,"[0, 0, 0, 0, 0]"
3421,spam,freemsg: 1-month unlimited free calls! activate smartcall txt: call to no: 68866. subscriptn3gbp/wk unlimited calls help: 08448714184 stop?txt stop landlineonly,"[1, 1, 0, 0, 0]"
3422,spam,had your mobile 10 mths? update to latest orange camera/video phones for free. save �s with free texts/weekend calls. text yes for a callback orno to opt out,"[0, 1, 0, 0, 0]"
3423,spam,am new 2 club & dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls�1/minmobsmore lkpobox177hp51fl,"[0, 0, 1, 1, 0]"
3424,ham,true. its easier with her here.,"[0, 0, 0, 0, 0]"
3425,ham,sure but since my parents will be working on tuesday i don't really need a cover story,"[0, 0, 0, 0, 0]"
3426,ham,haha okay... today weekend leh...,"[0, 0, 0, 0, 0]"
3427,ham,"\hi darlin did youphone me? im athome if youwanna chat.\""""","[0, 0, 0, 0, 0]"
3428,ham,i don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that i did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,"[0, 0, 0, 0, 0]"
3429,ham,you've always been the brainy one.,"[0, 0, 0, 0, 0]"
3430,ham,yeah if we do have to get a random dude we need to change our info sheets to party  &lt;#&gt; /7 never study just to be safe,"[0, 0, 0, 0, 0]"
3431,spam,camera - you are awarded a sipix digital camera! call 09061221066 fromm landline. delivery within 28 days.,"[1, 0, 0, 0, 0]"
3432,ham,"christmas is an occasion that is celebrated as a reflection of ur... values..., desires..., affections...&amp; traditions.... have an ideal christmas...","[0, 0, 0, 0, 0]"
3433,ham,sending you greetings of joy and happiness. do have a gr8 evening,"[0, 0, 0, 0, 0]"
3434,ham,"\hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? katexxx\""""","[0, 0, 0, 0, 0]"
3435,ham,if india win or level series means this is record:),"[0, 0, 0, 0, 0]"
3436,ham,then what about further plan?,"[0, 0, 0, 0, 0]"
3437,ham,its good to hear from you,"[0, 0, 0, 0, 0]"
3438,ham,"awesome, how do i deal with the gate? charles told me last night but, uh, yeah","[0, 0, 0, 0, 0]"
3439,ham,what time you thinkin of goin?,"[0, 0, 0, 0, 0]"
3440,spam,get a free mobile video player free movie. to collect text go to 89105. its free! extra films can be ordered t's and c's apply. 18 yrs only,"[0, 1, 0, 0, 0]"
3441,spam,save money on wedding lingerie at www.bridal.petticoatdreams.co.uk choose from a superb selection with national delivery. brought to you by weddingfriend,"[0, 0, 0, 0, 0]"
3442,ham,your board is working fine. the issue of overheating is also reslove. but still software inst is pending. i will come around 8'o clock.,"[0, 0, 0, 0, 0]"
3443,ham,yes but i don't care cause i know its there!,"[0, 0, 0, 0, 0]"
3444,ham,"wiskey brandy rum gin beer vodka scotch shampain wine \kudi\""yarasu dhina vaazhthukkal. ..""","[0, 0, 0, 0, 0]"
3445,ham,"mon okie lor... haha, best is cheap n gd food la, ex oso okie... depends on whether wana eat western or chinese food... den which u prefer... ","[0, 0, 0, 0, 0]"
3446,ham,sitting ard nothing to do lor. u leh busy w work?,"[0, 0, 0, 0, 0]"
3447,ham,its  &lt;#&gt; k here oh. should i send home for sale.,"[0, 0, 0, 0, 0]"
3448,ham,sorry. || mail? ||,"[0, 0, 0, 0, 0]"
3449,ham,ya just telling abt tht incident..,"[0, 0, 0, 0, 0]"
3450,ham,yes we were outside for like 2 hours. and i called my whole family to wake them up cause it started at 1 am,"[0, 0, 1, 0, 0]"
3451,ham,ugh just got outta class,"[0, 0, 0, 0, 0]"
3452,ham,"nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? it is very champlaxigating, i think it is atrocious.. wotz ur opinion???? junna","[0, 0, 0, 1, 0]"
3453,ham,i dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,"[0, 0, 0, 0, 0]"
3454,ham,no need lar. jus testing e phone card. dunno network not gd i thk. me waiting 4 my sis 2 finish bathing so i can bathe. dun disturb u liao u cleaning ur room.,"[0, 0, 1, 1, 0]"
3455,ham,ok. i.ll do you right later.,"[0, 0, 0, 0, 0]"
3456,ham,friendship poem: dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear. gud ni8,"[0, 0, 0, 0, 0]"
3457,ham,have your lunch and come quickly and open the door:),"[0, 0, 0, 0, 0]"
3458,spam,not heard from u4 a while. call me now am here all night with just my knickers on. make me beg for it like u did last time 01223585236 xx luv nikiyu4.net,"[1, 0, 0, 0, 0]"
3459,ham,i am back. bit long cos of accident on a30. had to divert via wadebridge.i had a brilliant weekend thanks. speak soon. lots of love,"[0, 0, 0, 0, 0]"
3460,ham,"k.. i yan jiu liao... sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...","[0, 0, 0, 0, 0]"
3461,spam,bloomberg -message center +447797706009 why wait? apply for your future http://careers. bloomberg.com,"[0, 0, 0, 0, 0]"
3462,ham,i am seeking a lady in the street and a freak in the sheets. is that you?,"[0, 0, 0, 0, 0]"
3463,ham,my phone,"[0, 0, 0, 0, 0]"
3464,ham,"haha figures, well i found the piece and priscilla's bowl","[0, 0, 0, 0, 0]"
3465,ham,"actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though","[0, 0, 0, 0, 0]"
3466,spam,urgent! we are trying to contact u. todays draw shows that you have won a �800 prize guaranteed. call 09050001808 from land line. claim m95. valid12hrs only,"[1, 0, 0, 0, 0]"
3467,ham,yay! finally lol. i missed our cinema trip last week :-(,"[0, 0, 0, 0, 0]"
3468,ham,all day working day:)except saturday and sunday..,"[0, 0, 0, 0, 0]"
3469,ham,aathi..where are you dear..,"[0, 0, 0, 0, 0]"
3470,ham,heart is empty without love.. mind is empty without wisdom.. eyes r empty without dreams &amp; life is empty without frnds.. so alwys be in touch. good night &amp; sweet dreams,"[0, 0, 0, 0, 0]"
3471,ham,"i think i���m waiting for the same bus! inform me when you get there, if you ever get there.","[0, 0, 0, 0, 0]"
3472,ham,you getting back any time soon?,"[0, 0, 0, 0, 0]"
3473,ham,", how's things? just a quick question.","[0, 0, 0, 0, 0]"
3474,ham,"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng","[0, 0, 0, 0, 0]"
3475,ham,"i can probably come by, everybody's done around  &lt;#&gt;  right?","[0, 0, 0, 0, 0]"
3476,ham,i got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,"[0, 0, 0, 0, 0]"
3477,ham,i can ask around but there's not a lot in terms of mids up here,"[0, 0, 0, 0, 0]"
3478,ham,be sure to check your yahoo email. we sent photos yesterday,"[0, 0, 0, 0, 0]"
3479,ham,what was she looking for?,"[0, 0, 0, 0, 0]"
3480,ham,wherre's my boytoy ? :-(,"[0, 0, 0, 0, 0]"
3481,spam,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,"[1, 0, 0, 0, 0]"
3482,ham,"hello, my love! how goes that day ? i wish your well and fine babe and hope that you find some job prospects. i miss you, boytoy ... *a teasing kiss*","[0, 0, 0, 0, 0]"
3483,ham,tell my  bad character which u dnt lik in me. i'll try to change in  &lt;#&gt; . i ll add tat 2 my new year resolution. waiting for ur reply.be frank...good morning.,"[0, 0, 1, 1, 0]"
3484,ham,no:-)i got rumour that you going to buy apartment in chennai:-),"[0, 0, 0, 0, 0]"
3485,ham,"yeah, probably earlier than that","[0, 0, 0, 0, 0]"
3486,ham,change windows logoff sound..,"[0, 0, 0, 0, 0]"
3487,ham,still i have not checked it da. . .,"[0, 0, 0, 0, 0]"
3488,ham,i'm also came to room.,"[0, 0, 0, 0, 0]"
3489,ham,huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,"[0, 0, 0, 0, 0]"
3490,ham,ok.,"[0, 0, 0, 0, 0]"
3491,ham,i will reach office around  &lt;decimal&gt; . &amp; my mobile have problem. you cann't get my voice. so call you asa i'll free,"[1, 1, 0, 0, 0]"
3492,ham,"cool, text me when you head out","[0, 0, 0, 0, 0]"
3493,spam,"you are being contacted by our dating service by someone you know! to find out who it is, call from a land line 09050000878. pobox45w2tg150p","[1, 0, 0, 0, 0]"
3494,spam,"wan2 win a meet+greet with westlife 4 u or a m8? they are currently on what tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 or 3 to 83049. cost 50p +std text","[0, 0, 0, 0, 0]"
3495,ham,happy birthday... may u find ur prince charming soon n dun work too hard...,"[0, 0, 0, 1, 0]"
3496,ham,"oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served","[0, 0, 0, 0, 0]"
3497,ham,you said to me before i went back to bed that you can't sleep for anything.,"[0, 0, 0, 0, 0]"
3498,ham,i hope you arnt pissed off but id would really like to see you tomorrow. love me xxxxxxxxxxxxxx,"[0, 0, 0, 0, 0]"
3499,spam,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..,"[0, 0, 0, 0, 0]"
3500,ham,says the  &lt;#&gt;  year old with a man and money. i'm down to my last  &lt;#&gt; . still waiting for that check.,"[0, 0, 0, 0, 0]"
3501,ham,i will come to ur home now,"[0, 0, 0, 1, 0]"
3502,ham,free any day but i finish at 6 on mon n thurs...,"[0, 1, 0, 0, 0]"
3503,ham,will you be here for food,"[0, 0, 0, 0, 0]"
3504,ham,"life alle mone,eppolum oru pole allalo","[0, 0, 0, 0, 0]"
3505,ham,nite...,"[0, 0, 0, 0, 0]"
3506,ham,two fundamentals of cool life: \walk,"[0, 0, 0, 0, 0]"
3507,ham,"camera quite good, 10.1mega pixels, 3optical and 5digital dooms. have a lovely holiday, be safe and i hope you hav a good journey! happy new year to you both! see you in a couple of weeks! ","[0, 0, 0, 0, 0]"
3508,ham,hi petey!noi��m ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,"[0, 0, 1, 1, 0]"
3509,ham,i just saw ron burgundy captaining a party boat so yeah,"[0, 0, 0, 0, 0]"
3510,ham,i'm serious. you are in the money base,"[0, 0, 0, 0, 0]"
3511,ham,already one guy loving you:-.,"[0, 0, 0, 0, 0]"
3512,ham,staff of placement training in amrita college.,"[0, 0, 0, 0, 0]"
3513,ham,i always chat with you. in fact i need money can you raise me?,"[0, 0, 0, 0, 0]"
3514,ham,i'm job profile seems like bpo..,"[0, 0, 0, 0, 0]"
3515,ham,"well, i was about to give up cos they all said no they didn���t do one nighters. i persevered and found one but it is very cheap so i apologise in advance. it is just somewhere to sleep isnt it?","[0, 0, 0, 0, 0]"
3516,ham,"so you think i should actually talk to him? not call his boss in the morning? i went to this place last year and he told me where i could go and get my car fixed cheaper. he kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.","[1, 0, 0, 0, 0]"
3517,ham,are you willing to go for apps class.,"[0, 0, 0, 0, 0]"
3518,ham,hanging out with my brother and his family,"[0, 0, 0, 0, 0]"
3519,ham,no it will reach by 9 only. she telling she will be there. i dont know,"[0, 0, 0, 0, 0]"
3520,ham,hey... are you going to quit soon? xuhui and i working till end of the month,"[0, 0, 0, 0, 0]"
3521,ham,"im sorry bout last nite it wasn��t ur fault it was me, spouse it was pmt or sumthin! u 4give me? i think u shldxxxx","[0, 0, 0, 1, 0]"
3522,ham,try neva mate!!,"[0, 0, 0, 0, 0]"
3523,ham,yeah that'd pretty much be the best case scenario,"[0, 0, 0, 0, 0]"
3524,ham,i not free today i haf 2 pick my parents up tonite...,"[0, 1, 1, 0, 0]"
3525,ham,\hey babe! far 2 spun-out 2 spk at da mo... dead 2 da wrld. been sleeping on da sofa all day,"[0, 0, 1, 0, 0]"
3526,ham,should i send you naughty pix? :),"[0, 0, 0, 0, 0]"
3527,spam,"you are a �1000 winner or guaranteed caller prize, this is our final attempt to contact you! to claim call 09071517866 now! 150ppmpobox10183bhamb64xe","[1, 0, 0, 0, 0]"
3528,spam,"xmas & new years eve tickets are now on sale from the club, during the day from 10am till 8pm, and on thurs, fri & sat night this week. they're selling fast!","[0, 0, 0, 0, 0]"
3529,ham,"tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?","[0, 0, 0, 0, 0]"
3530,ham,prepare to be pounded every night...,"[0, 0, 0, 0, 0]"
3531,ham,"actually, my mobile is full of msg. and i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.","[0, 0, 0, 0, 0]"
3532,ham,"sorry, i'll call later","[1, 0, 0, 0, 0]"
3533,ham,good evening! how are you?,"[0, 0, 0, 0, 0]"
3534,ham,i'm at home. please call,"[1, 0, 0, 0, 0]"
3535,ham,oic cos me n my sis got no lunch today my dad went out... so dunno whether 2 eat in sch or wat...,"[0, 0, 1, 0, 0]"
3536,ham,"mmmmm ... it was sooooo good to wake to your words this morning, my love!! mmmm fuck ... i love you too, my lion ... *devouring kiss from across the sea*","[0, 0, 0, 0, 0]"
3537,ham,we are pleased to inform that your application for airtel broadband is processed successfully. your installation will happen within 3 days.,"[0, 0, 0, 0, 0]"
3538,ham,what happen dear. why you silent. i am tensed,"[0, 0, 0, 0, 0]"
3539,ham,"i'll get there at 3, unless you guys want me to come some time sooner","[0, 0, 0, 0, 0]"
3540,ham,if you are not coughing then its nothing,"[0, 0, 0, 0, 0]"
3541,ham,�� come lt 25 n pass to me lar,"[0, 0, 0, 0, 0]"
3542,ham,i'm e person who's doing e sms survey...,"[0, 0, 0, 0, 0]"
3543,ham,lol ok ill try to send. be warned sprint is dead slow. you'll prolly get it tomorrow,"[0, 0, 0, 0, 0]"
3544,ham,thank you meet you monday,"[0, 0, 0, 0, 0]"
3545,ham,so is th gower mate which is where i am!?! how r u man? all is good in wales ill b back ��morrow. c u this wk? who was the msg 4? �� random!,"[0, 0, 0, 0, 0]"
3546,spam,"rock yr chik. get 100's of filthy films &xxx pics on yr phone now. rply filth to 69669. saristar ltd, e14 9yt 08701752560. 450p per 5 days. stop2 cancel","[0, 0, 0, 0, 0]"
3547,ham,"single line with a big meaning::::: \miss anything 4 ur \""best life\"" but","[0, 0, 0, 1, 0]"
3548,ham,"i got like $ &lt;#&gt; , i can get some more later though. get whatever you feel like","[0, 0, 0, 0, 0]"
3549,ham,"dad wanted to talk about the apartment so i got a late start, omw now","[0, 0, 0, 0, 0]"
3550,ham,i love you both too :-),"[0, 0, 0, 0, 0]"
3551,ham,lol u still feeling sick?,"[0, 0, 0, 0, 0]"
3552,ham,din i tell u jus now 420,"[0, 0, 0, 0, 0]"
3553,ham,am up to my eyes in philosophy,"[0, 0, 0, 0, 0]"
3554,spam,from next month get upto 50% more calls 4 ur standard network charge 2 activate call 9061100010 c wire3.net 1st4terms pobox84 m26 3uz cost �1.50 min mobcudb more,"[1, 0, 1, 1, 0]"
3555,ham,ok lor. i'm in town now lei.,"[0, 0, 0, 0, 0]"
3556,ham,i had it already..sabarish asked me to go..,"[0, 0, 0, 0, 0]"
3557,ham,no da. . vijay going to talk in jaya tv,"[0, 0, 0, 0, 0]"
3558,spam,urgent! we are trying to contact u todays draw shows that you have won a �800 prize guaranteed. call 09050000460 from land line. claim j89. po box245c2150pm,"[1, 0, 0, 0, 0]"
3559,ham,lol i know! hey someone did a great inpersonation of flea on the forums. i love it!,"[0, 0, 0, 0, 0]"
3560,spam,text banneduk to 89555 to see! cost 150p textoperator g696ga 18+ xxx,"[0, 0, 0, 0, 0]"
3561,ham,still chance there. if you search hard you will get it..let have a try :),"[0, 0, 0, 0, 0]"
3562,spam,"auction round 4. the highest bid is now �54. next maximum bid is �71. to bid, send bids e. g. 10 (to bid �10) to 83383. good luck.","[0, 0, 0, 0, 0]"
3563,ham,do you always celebrate ny's with your family ?,"[0, 0, 0, 0, 0]"
3564,ham,"we know taj mahal as symbol of love. but the other lesser known facts 1. mumtaz was shahjahan's 4th wife, out of his 7 wifes. 2. shahjahan killed mumtaz's husband to marry her. 3. mumtaz died in her  &lt;#&gt; th delivery. 4. he then married mumtaz's sister. question arises where the hell is the love?:-| -the great hari-","[0, 0, 0, 0, 0]"
3565,ham,its ok..come to my home it vl nice to meet and v can chat..,"[0, 0, 0, 0, 0]"
3566,spam,collect your valentine's weekend to paris inc flight & hotel + �200 prize guaranteed! text: paris to no: 69101. www.rtf.sphosting.com,"[0, 0, 0, 0, 0]"
3567,ham,sent me de webadres for geting salary slip,"[0, 0, 0, 0, 0]"
3568,ham,she's fine. sends her greetings,"[0, 0, 0, 0, 0]"
3569,spam,customer loyalty offer:the new nokia6650 mobile from only �10 at txtauction! txt word: start to no: 81151 & get yours now! 4t&ctxt tc 150p/mtmsg,"[0, 0, 0, 0, 1]"
3570,ham,but you dint in touch with me.,"[0, 0, 0, 0, 0]"
3571,ham,"yup, leaving right now, be back soon","[0, 0, 0, 0, 0]"
3572,spam,you won't believe it but it's true. it's incredible txts! reply g now to learn truly amazing things that will blow your mind. from o2fwd only 18p/txt,"[0, 0, 0, 0, 0]"
3573,ham,yeah sure i'll leave in a min,"[0, 0, 0, 0, 0]"
3574,ham,and do you have any one that can teach me how to ship cars.,"[0, 0, 0, 0, 0]"
3575,ham,"the sign of maturity is not when we start saying big things.. but actually it is, when we start understanding small things... *have a nice evening* bslvyl","[0, 0, 0, 0, 0]"
3576,ham,yeah confirmed for you staying at  that weekend,"[0, 0, 0, 0, 0]"
